years_of_experience,log_salary,experience_encoded,education_encoded,company_size_encoded,job_title_AI Business Analyst,job_title_AI Compliance Manager,job_title_AI Engineer,job_title_AI Ethics Officer,job_title_AI Infrastructure Eng,job_title_AI Product Manager,job_title_AI Research Scientist,job_title_AI Security Engineer,job_title_AI Solutions Architect,job_title_Computer Vision Engineer,job_title_Data Engineer (AI),job_title_Data Scientist,job_title_Deep Learning Engineer,job_title_Generative AI Engineer,job_title_LLM Engineer,job_title_ML Engineer,job_title_MLOps Engineer,job_title_Multimodal AI Engineer,job_title_NLP Engineer,job_title_Prompt Engineer,job_title_RAG Engineer,job_title_Robotics Engineer (AI),job_title_Senior Data Scientist,job_title_Senior ML Engineer,country_Canada,country_China,country_France,country_Germany,country_Global,country_India,country_Japan,country_Netherlands,country_Singapore,country_Switzerland,country_UAE,country_UK,country_USA,remote_work_Hybrid,remote_work_On-site,industry_Consulting,industry_Education,industry_Energy,industry_Finance,industry_Government,industry_Healthcare,industry_Manufacturing,industry_Media,industry_Research,industry_Retail,industry_Technology
0.2931581591502299,12.384218830913648,0.448773236335513,0.7234333691969917,-1.428735507503177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
-1.576472957879298,12.01974306733868,0.448773236335513,0.006689608433789785,0.7065384160319594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.8286205110674868,12.793859310432293,0.448773236335513,-0.7100541523294122,1.4182963905436716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-1.2025467344733924,11.9891596439666,0.448773236335513,0.006689608433789785,-0.7169775329914647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.45469428766158126,12.553202176625375,1.3356768654570805,-1.426797913092614,0.7065384160319594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.45469428766158126,11.951180395901384,-1.3250340219076222,-1.426797913092614,0.7065384160319594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
-0.45469428766158126,12.190959007720126,-0.4381303927860546,0.7234333691969917,-0.005219558479752613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2931581591502299,12.30591798049989,-0.4381303927860546,0.7234333691969917,-1.428735507503177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.2025467344733924,11.884489021402711,-1.3250340219076222,0.006689608433789785,-0.7169775329914647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.8286205110674868,11.407564949312402,-1.3250340219076222,-1.426797913092614,-1.428735507503177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2931581591502299,12.100712129872347,-1.3250340219076222,-0.7100541523294122,-1.428735507503177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.9503991812852035,11.678439903447801,-0.4381303927860546,0.7234333691969917,0.7065384160319594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.6670843825561354,12.100712129872347,-0.4381303927860546,-1.426797913092614,-1.428735507503177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.284567946397474,12.100712129872347,-1.3250340219076222,-1.426797913092614,-1.428735507503177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1.2025467344733924,12.250089530946948,0.448773236335513,0.006689608433789785,-1.428735507503177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-1.2025467344733924,11.951180395901384,-1.3250340219076222,0.006689608433789785,-0.005219558479752613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.08076806425567568,11.695247021764184,-1.3250340219076222,1.4401771299601938,-0.005219558479752613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1.576472957879298,11.99535161421452,-0.4381303927860546,0.006689608433789785,-0.005219558479752613,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.2931581591502299,12.337100907936577,0.448773236335513,0.006689608433789785,1.4182963905436716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.08076806425567568,12.128111104060462,1.3356768654570805,0.006689608433789785,-1.428735507503177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-1.2025467344733924,12.70381302974751,0.448773236335513,-1.426797913092614,1.4182963905436716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1.041010605962041,12.513557345278134,0.448773236335513,0.006689608433789785,1.4182963905436716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2931581591502299,12.211060187041213,1.3356768654570805,-1.426797913092614,0.7065384160319594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
-1.2025467344733924,12.345834587905333,1.3356768654570805,-0.7100541523294122,0.7065384160319594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.6670843825561354,11.884489021402711,-0.4381303927860546,0.006689608433789785,-0.7169775329914647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.4149368293679467,11.736069016284437,1.3356768654570805,0.7234333691969917,-0.7169775329914647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
